 rm |      A_hex |                A_dec |                 A_fields ||      B_hex |                B_dec |                 B_fields ||    Out_hex |              Out_dec |               Out_fields |    Ref_hex |              Ref_dec |               Ref_fields | RESULT
100 | 0x166D4DC5 | 1.9169247273755887e-25 |  s=0x0 e=0x2C m=0x6D4DC5 || 0xB07266BA | -8.818507035712742e-10 |  s=0x1 e=0x60 m=0x7266BA || 0xB07266BA | -8.818507035712742e-10 |  s=0x1 e=0x60 m=0x7266BA | 0xB07266BA | -8.818507035712742e-10 |  s=0x1 e=0x60 m=0x7266BA |   PASS
100 | 0x1B93AF63 | 2.443245101956627e-22 |  s=0x0 e=0x37 m=0x13AF63 || 0x61F33DEE | 5.60877664274024e+20 |  s=0x0 e=0xC3 m=0x733DEE || 0x61F33DEE | 5.60877664274024e+20 |  s=0x0 e=0xC3 m=0x733DEE | 0x61F33DEE | 5.60877664274024e+20 |  s=0x0 e=0xC3 m=0x733DEE |   PASS
001 | 0x47454263 |       50498.38671875 |  s=0x0 e=0x8E m=0x454263 || 0xCF8821E0 |        -4567842816.0 |  s=0x1 e=0x9F m=0x0821E0 || 0xCF88217E |        -4567792640.0 |  s=0x1 e=0x9F m=0x08217E | 0xCF88217D |        -4567792128.0 |  s=0x1 e=0x9F m=0x08217D |   FAIL
010 | 0x9964564F | -1.1804753610581503e-23 |  s=0x1 e=0x32 m=0x64564F || 0xE0FC8ED9 | -1.4558977390619184e+20 |  s=0x1 e=0xC1 m=0x7C8ED9 || 0xE0FC8ED9 | -1.4558977390619184e+20 |  s=0x1 e=0xC1 m=0x7C8ED9 | 0xE0FC8EDA | -1.4558978270228487e+20 |  s=0x1 e=0xC1 m=0x7C8EDA |   FAIL
010 | 0xDE385F8D | -3.321373114226442e+18 |  s=0x1 e=0xBC m=0x385F8D || 0x053E0F12 | 8.936525045500772e-36 |  s=0x0 e=0x0A m=0x3E0F12 || 0xDE385F8D | -3.321373114226442e+18 |  s=0x1 e=0xBC m=0x385F8D | 0xDE385F8D | -3.321373114226442e+18 |  s=0x1 e=0xBC m=0x385F8D |   PASS
000 | 0x805D5D7C | -8.574237017541404e-39 |  s=0x1 e=0x00 m=0x5D5D7C || 0x71413EF3 | 9.569073253022567e+29 |  s=0x0 e=0xE2 m=0x413EF3 || 0x71413EF3 | 9.569073253022567e+29 |  s=0x0 e=0xE2 m=0x413EF3 | 0x71413EF3 | 9.569073253022567e+29 |  s=0x0 e=0xE2 m=0x413EF3 |   PASS
011 | 0x1C1D15AC |  5.1974952710264e-22 |  s=0x0 e=0x38 m=0x1D15AC || 0xB71B7CAE | -9.267749192076735e-06 |  s=0x1 e=0x6E m=0x1B7CAE || 0xB71B7CAE | -9.267749192076735e-06 |  s=0x1 e=0x6E m=0x1B7CAE | 0xB71B7CAD | -9.267748282582033e-06 |  s=0x1 e=0x6E m=0x1B7CAD |   FAIL
001 | 0x8032E5E9 | -4.6742510316143263e-39 |  s=0x1 e=0x00 m=0x32E5E9 || 0x5CAAA095 | 3.842184628110623e+17 |  s=0x0 e=0xB9 m=0x2AA095 || 0x5CAAA095 | 3.842184628110623e+17 |  s=0x0 e=0xB9 m=0x2AA095 | 0x5CAAA094 | 3.842184284513239e+17 |  s=0x0 e=0xB9 m=0x2AA094 |   FAIL
000 | 0x9934B073 | -9.3414155271713e-24 |  s=0x1 e=0x32 m=0x34B073 || 0xC63A239B |    -11912.9013671875 |  s=0x1 e=0x8C m=0x3A239B || 0xC63A239B |    -11912.9013671875 |  s=0x1 e=0x8C m=0x3A239B | 0xC63A239B |    -11912.9013671875 |  s=0x1 e=0x8C m=0x3A239B |   PASS
000 | 0x7935F3E4 | 5.904702630934653e+34 |  s=0x0 e=0xF2 m=0x35F3E4 || 0xDBA61D30 | -9.351387625920922e+16 |  s=0x1 e=0xB7 m=0x261D30 || 0x7935F3E4 | 5.904702630934653e+34 |  s=0x0 e=0xF2 m=0x35F3E4 | 0x7935F3E4 | 5.904702630934653e+34 |  s=0x0 e=0xF2 m=0x35F3E4 |   PASS
011 | 0x005DB2AD | 8.604797935749864e-39 |  s=0x0 e=0x00 m=0x5DB2AD || 0xA2FEF7B0 | -6.910908729423334e-18 |  s=0x1 e=0x45 m=0x7EF7B0 || 0xA2FEF7B0 | -6.910908729423334e-18 |  s=0x1 e=0x45 m=0x7EF7B0 | 0xA2FEF7AF | -6.910908315833028e-18 |  s=0x1 e=0x45 m=0x7EF7AF |   FAIL
001 | 0x0003FE2D | 3.6668757824912516e-40 |  s=0x0 e=0x00 m=0x03FE2D || 0x9E9FDAD7 | -1.6925289864681286e-20 |  s=0x1 e=0x3D m=0x1FDAD7 || 0x9E9FDAD7 | -1.6925289864681286e-20 |  s=0x1 e=0x3D m=0x1FDAD7 | 0x9E9FDAD6 | -1.6925288249094152e-20 |  s=0x1 e=0x3D m=0x1FDAD6 |   FAIL
100 | 0x42F43B74 |   122.11611938476562 |  s=0x0 e=0x85 m=0x743B74 || 0xF4091831 | -4.344698056822035e+31 |  s=0x1 e=0xE8 m=0x091831 || 0xF4091831 | -4.344698056822035e+31 |  s=0x1 e=0xE8 m=0x091831 | 0xF4091831 | -4.344698056822035e+31 |  s=0x1 e=0xE8 m=0x091831 |   PASS
100 | 0x803F6DD0 | -5.8250295603825456e-39 |  s=0x1 e=0x00 m=0x3F6DD0 || 0xB7BCE104 | -2.251612750114873e-05 |  s=0x1 e=0x6F m=0x3CE104 || 0xB7BCE104 | -2.251612750114873e-05 |  s=0x1 e=0x6F m=0x3CE104 | 0xB7BCE104 | -2.251612750114873e-05 |  s=0x1 e=0x6F m=0x3CE104 |   PASS
100 | 0x8CD86E50 | -3.334646135994588e-31 |  s=0x1 e=0x19 m=0x586E50 || 0x14F0A0E6 | 2.429727025191693e-26 |  s=0x0 e=0x29 m=0x70A0E6 || 0x14F0A00E | 2.429693745122254e-26 |  s=0x0 e=0x29 m=0x70A00E | 0x14F0A00E | 2.429693745122254e-26 |  s=0x0 e=0x29 m=0x70A00E |   PASS
010 | 0x82D270E1 | -3.0921516023842798e-37 |  s=0x1 e=0x05 m=0x5270E1 || 0x218A2DEF | 9.36340225871624e-19 |  s=0x0 e=0x43 m=0x0A2DEF || 0x218A2DEF | 9.36340225871624e-19 |  s=0x0 e=0x43 m=0x0A2DEF | 0x218A2DEE | 9.363401224740474e-19 |  s=0x0 e=0x43 m=0x0A2DEE |   FAIL
011 | 0x000A8126 | 9.646846914074192e-40 |  s=0x0 e=0x00 m=0x0A8126 || 0xEE3E2660 | -1.4712136098595819e+28 |  s=0x1 e=0xDC m=0x3E2660 || 0xEE3E2660 | -1.4712136098595819e+28 |  s=0x1 e=0xDC m=0x3E2660 | 0xEE3E265F | -1.4712134918004198e+28 |  s=0x1 e=0xDC m=0x3E265F |   FAIL
000 | 0x0039BFF6 | 5.303485890139349e-39 |  s=0x0 e=0x00 m=0x39BFF6 || 0x1FEEE8FD | 1.0118236750166584e-19 |  s=0x0 e=0x3F m=0x6EE8FD || 0x1FEEE8FD | 1.0118236750166584e-19 |  s=0x0 e=0x3F m=0x6EE8FD | 0x1FEEE8FD | 1.0118236750166584e-19 |  s=0x0 e=0x3F m=0x6EE8FD |   PASS
001 | 0x6380AA3B | 4.746899278889793e+21 |  s=0x0 e=0xC7 m=0x00AA3B || 0x6DA3848C | 6.325786992546997e+27 |  s=0x0 e=0xDB m=0x23848C || 0x6DA38494 | 6.32579171491348e+27 |  s=0x0 e=0xDB m=0x238494 | 0x6DA38494 | 6.32579171491348e+27 |  s=0x0 e=0xDB m=0x238494 |   PASS
001 | 0x0069FDBE | 9.733752642234689e-39 |  s=0x0 e=0x00 m=0x69FDBE || 0xAFC3FFD6 | -3.56520757360812e-10 |  s=0x1 e=0x5F m=0x43FFD6 || 0xAFC3FFD6 | -3.56520757360812e-10 |  s=0x1 e=0x5F m=0x43FFD6 | 0xAFC3FFD5 | -3.565207296052364e-10 |  s=0x1 e=0x5F m=0x43FFD5 |   FAIL
001 | 0x84426095 | -2.284893869975133e-36 |  s=0x1 e=0x08 m=0x426095 || 0x0FF1869F | 2.3816288928902838e-29 |  s=0x0 e=0x1F m=0x71869F || 0x0FF1869E | 2.381628742427007e-29 |  s=0x0 e=0x1F m=0x71869E | 0x0FF1869D | 2.38162859196373e-29 |  s=0x0 e=0x1F m=0x71869D |   FAIL
011 | 0x7302A25A | 1.0349906501769187e+31 |  s=0x0 e=0xE6 m=0x02A25A || 0x3408468F | 1.2691656081642577e-07 |  s=0x0 e=0x68 m=0x08468F || 0x7302A25A | 1.0349906501769187e+31 |  s=0x0 e=0xE6 m=0x02A25A | 0x7302A25B | 1.0349907710695007e+31 |  s=0x0 e=0xE6 m=0x02A25B |   FAIL
010 | 0x80726C04 | -1.0507995267146508e-38 |  s=0x1 e=0x00 m=0x726C04 || 0x3D059B9F | 0.032619114965200424 |  s=0x0 e=0x7A m=0x059B9F || 0x3D059B9F | 0.032619114965200424 |  s=0x0 e=0x7A m=0x059B9F | 0x3D059B9E | 0.032619111239910126 |  s=0x0 e=0x7A m=0x059B9E |   FAIL
011 | 0x006A5A00 | 9.766848509365112e-39 |  s=0x0 e=0x00 m=0x6A5A00 || 0x81C250F7 | -7.138052387168142e-38 |  s=0x1 e=0x03 m=0x4250F7 || 0x81A7BA77 | -6.161367536231631e-38 |  s=0x1 e=0x03 m=0x27BA77 | 0x81A7BA77 | -6.161367536231631e-38 |  s=0x1 e=0x03 m=0x27BA77 |   PASS
001 | 0x8030B234 | -4.472031051526076e-39 |  s=0x1 e=0x00 m=0x30B234 || 0xC828FDE8 |          -173047.625 |  s=0x1 e=0x90 m=0x28FDE8 || 0xC828FDE8 |          -173047.625 |  s=0x1 e=0x90 m=0x28FDE8 | 0xC828FDE8 |          -173047.625 |  s=0x1 e=0x90 m=0x28FDE8 |   PASS
001 | 0x462323F8 |        10440.9921875 |  s=0x0 e=0x8C m=0x2323F8 || 0xD272AD58 |      -260572577792.0 |  s=0x1 e=0xA4 m=0x72AD58 || 0xD272AD58 |      -260572577792.0 |  s=0x1 e=0xA4 m=0x72AD58 | 0xD272AD57 |      -260572561408.0 |  s=0x1 e=0xA4 m=0x72AD57 |   FAIL
011 | 0x33792F11 | 5.8017636916929405e-08 |  s=0x0 e=0x66 m=0x792F11 || 0x9DCD6B24 | -5.437382899324963e-21 |  s=0x1 e=0x3B m=0x4D6B24 || 0x33792F11 | 5.8017636916929405e-08 |  s=0x0 e=0x66 m=0x792F11 | 0x33792F11 | 5.8017636916929405e-08 |  s=0x0 e=0x66 m=0x792F11 |   PASS
100 | 0x9939BE74 | -9.602737534939338e-24 |  s=0x1 e=0x32 m=0x39BE74 || 0xA7EF5B58 | -6.643486081354608e-15 |  s=0x1 e=0x4F m=0x6F5B58 || 0xA7EF5B58 | -6.643486081354608e-15 |  s=0x1 e=0x4F m=0x6F5B58 | 0xA7EF5B58 | -6.643486081354608e-15 |  s=0x1 e=0x4F m=0x6F5B58 |   PASS
000 | 0x335F007A | 5.192166696588174e-08 |  s=0x0 e=0x66 m=0x5F007A || 0x060131B0 | 2.4298708010694816e-35 |  s=0x0 e=0x0C m=0x0131B0 || 0x335F007A | 5.192166696588174e-08 |  s=0x0 e=0x66 m=0x5F007A | 0x335F007A | 5.192166696588174e-08 |  s=0x0 e=0x66 m=0x5F007A |   PASS
100 | 0x12BEC164 | 1.2038360229202741e-27 |  s=0x0 e=0x25 m=0x3EC164 || 0xA9130F47 | -3.265380790740645e-14 |  s=0x1 e=0x52 m=0x130F47 || 0xA9130F47 | -3.265380790740645e-14 |  s=0x1 e=0x52 m=0x130F47 | 0xA9130F47 | -3.265380790740645e-14 |  s=0x1 e=0x52 m=0x130F47 |   PASS
011 | 0x8053305E | -7.63969705869854e-39 |  s=0x1 e=0x00 m=0x53305E || 0x27B0D9F1 | 4.908610562963768e-15 |  s=0x0 e=0x4F m=0x30D9F1 || 0x27B0D9F1 | 4.908610562963768e-15 |  s=0x0 e=0x4F m=0x30D9F1 | 0x27B0D9F1 | 4.908610562963768e-15 |  s=0x0 e=0x4F m=0x30D9F1 |   PASS
000 | 0xFC869443 | -5.590199071615166e+36 |  s=0x1 e=0xF9 m=0x069443 || 0xC327A768 |   -167.6539306640625 |  s=0x1 e=0x86 m=0x27A768 || 0xFC869443 | -5.590199071615166e+36 |  s=0x1 e=0xF9 m=0x069443 | 0xFC869443 | -5.590199071615166e+36 |  s=0x1 e=0xF9 m=0x069443 |   PASS
001 | 0x18808707 | 3.322356727667498e-24 |  s=0x0 e=0x31 m=0x008707 || 0xF118BB27 | -7.562875966944835e+29 |  s=0x1 e=0xE2 m=0x18BB27 || 0xF118BB27 | -7.562875966944835e+29 |  s=0x1 e=0xE2 m=0x18BB27 | 0xF118BB26 | -7.562875211366198e+29 |  s=0x1 e=0xE2 m=0x18BB26 |   FAIL
000 | 0x7777069D | 5.01027913022359e+33 |  s=0x0 e=0xEE m=0x77069D || 0xC5F8200D |    -7940.00634765625 |  s=0x1 e=0x8B m=0x78200D || 0x7777069D | 5.01027913022359e+33 |  s=0x0 e=0xEE m=0x77069D | 0x7777069D | 5.01027913022359e+33 |  s=0x0 e=0xEE m=0x77069D |   PASS
000 | 0x7F800000 |                  inf |  s=0x0 e=0xFF m=0x000000 || 0xFF800000 |                 -inf |  s=0x1 e=0xFF m=0x000000 || 0x00000000 |                  0.0 |  s=0x0 e=0x00 m=0x000000 | 0xFFC00000 |                  nan |  s=0x1 e=0xFF m=0x400000 |   FAIL
010 | 0x80439B8B | -6.208776546136361e-39 |  s=0x1 e=0x00 m=0x439B8B || 0x8C2D87A6 | -1.3368255431986327e-31 |  s=0x1 e=0x18 m=0x2D87A6 || 0x8C2D87A6 | -1.3368255431986327e-31 |  s=0x1 e=0x18 m=0x2D87A6 | 0x8C2D87A7 | -1.3368256607480678e-31 |  s=0x1 e=0x18 m=0x2D87A7 |   FAIL
000 | 0xEBBD2233 | -4.572969623030605e+26 |  s=0x1 e=0xD7 m=0x3D2233 || 0x96C3BFBB | -3.1624948047815587e-25 |  s=0x1 e=0x2D m=0x43BFBB || 0xEBBD2233 | -4.572969623030605e+26 |  s=0x1 e=0xD7 m=0x3D2233 | 0xEBBD2233 | -4.572969623030605e+26 |  s=0x1 e=0xD7 m=0x3D2233 |   PASS
100 | 0x53112F6C |       623565864960.0 |  s=0x0 e=0xA6 m=0x112F6C || 0x91939874 | -2.328646710583468e-28 |  s=0x1 e=0x23 m=0x139874 || 0x53112F6C |       623565864960.0 |  s=0x0 e=0xA6 m=0x112F6C | 0x53112F6C |       623565864960.0 |  s=0x0 e=0xA6 m=0x112F6C |   PASS
000 | 0x19C2BEE8 | 2.0136236274730844e-23 |  s=0x0 e=0x33 m=0x42BEE8 || 0x23B1F4E2 | 1.9294090358195327e-17 |  s=0x0 e=0x47 m=0x31F4E2 || 0x23B1F4EE | 1.9294110210530028e-17 |  s=0x0 e=0x47 m=0x31F4EE | 0x23B1F4EE | 1.9294110210530028e-17 |  s=0x0 e=0x47 m=0x31F4EE |   PASS
000 | 0x8065841E | -9.322779828617506e-39 |  s=0x1 e=0x00 m=0x65841E || 0x886D4566 | -7.140117072432697e-34 |  s=0x1 e=0x10 m=0x6D4566 || 0x886D4631 | -7.1402102854612975e-34 |  s=0x1 e=0x10 m=0x6D4631 | 0x886D4631 | -7.1402102854612975e-34 |  s=0x1 e=0x10 m=0x6D4631 |   PASS
010 | 0x8038D159 | -5.217887573446068e-39 |  s=0x1 e=0x00 m=0x38D159 || 0x2324A8FA | 8.926239993318955e-18 |  s=0x0 e=0x46 m=0x24A8FA || 0x2324A8FA | 8.926239993318955e-18 |  s=0x0 e=0x46 m=0x24A8FA | 0x2324A8F9 | 8.926239166138343e-18 |  s=0x0 e=0x46 m=0x24A8F9 |   FAIL
000 | 0x2EAF2818 | 7.965200721216092e-11 |  s=0x0 e=0x5D m=0x2F2818 || 0x811B7C77 | -2.855830295491484e-38 |  s=0x1 e=0x02 m=0x1B7C77 || 0x2EAF2818 | 7.965200721216092e-11 |  s=0x0 e=0x5D m=0x2F2818 | 0x2EAF2818 | 7.965200721216092e-11 |  s=0x0 e=0x5D m=0x2F2818 |   PASS
000 | 0x491DB268 |             645926.5 |  s=0x0 e=0x92 m=0x1DB268 || 0x31334FCC | 2.609328753067075e-09 |  s=0x0 e=0x62 m=0x334FCC || 0x491DB268 |             645926.5 |  s=0x0 e=0x92 m=0x1DB268 | 0x491DB268 |             645926.5 |  s=0x0 e=0x92 m=0x1DB268 |   PASS
000 | 0x80000000 |                 -0.0 |  s=0x1 e=0x00 m=0x000000 || 0x00000000 |                  0.0 |  s=0x0 e=0x00 m=0x000000 || 0x00000000 |                  0.0 |  s=0x0 e=0x00 m=0x000000 | 0x00000000 |                  0.0 |  s=0x0 e=0x00 m=0x000000 |   PASS
000 | 0x2FD696FB | 3.9033651311193296e-10 |  s=0x0 e=0x5F m=0x5696FB || 0xA9B027BE | -7.822864263925394e-14 |  s=0x1 e=0x53 m=0x3027BE || 0x2FD68BF9 | 3.902582978998481e-10 |  s=0x0 e=0x5F m=0x568BF9 | 0x2FD68BF9 | 3.902582978998481e-10 |  s=0x0 e=0x5F m=0x568BF9 |   PASS
001 | 0x84B1DE64 | -4.1816733552986585e-36 |  s=0x1 e=0x09 m=0x31DE64 || 0x50683737 |        15583730688.0 |  s=0x0 e=0xA0 m=0x683737 || 0x50683737 |        15583730688.0 |  s=0x0 e=0xA0 m=0x683737 | 0x50683736 |        15583729664.0 |  s=0x0 e=0xA0 m=0x683736 |   FAIL
100 | 0x807FA2AD | -1.1721465086611691e-38 |  s=0x1 e=0x00 m=0x7FA2AD || 0x9D88CC83 | -3.621036041929514e-21 |  s=0x1 e=0x3B m=0x08CC83 || 0x9D88CC83 | -3.621036041929514e-21 |  s=0x1 e=0x3B m=0x08CC83 | 0x9D88CC83 | -3.621036041929514e-21 |  s=0x1 e=0x3B m=0x08CC83 |   PASS
001 | 0x9DB25E4E | -4.7213716452486546e-21 |  s=0x1 e=0x3B m=0x325E4E || 0xE34DE794 | -3.7982694976297726e+21 |  s=0x1 e=0xC6 m=0x4DE794 || 0xE34DE794 | -3.7982694976297726e+21 |  s=0x1 e=0xC6 m=0x4DE794 | 0xE34DE794 | -3.7982694976297726e+21 |  s=0x1 e=0xC6 m=0x4DE794 |   PASS
011 | 0xBACEF992 | -0.0015790930483490229 |  s=0x1 e=0x75 m=0x4EF992 || 0x4FCF10AA |         6947951616.0 |  s=0x0 e=0x9F m=0x4F10AA || 0x4FCF10AA |         6947951616.0 |  s=0x0 e=0x9F m=0x4F10AA | 0x4FCF10AA |         6947951616.0 |  s=0x0 e=0x9F m=0x4F10AA |   PASS
001 | 0xBD29B907 | -0.041436221450567245 |  s=0x1 e=0x7A m=0x29B907 || 0x7A888821 | 3.544566974980981e+35 |  s=0x0 e=0xF5 m=0x088821 || 0x7A888821 | 3.544566974980981e+35 |  s=0x0 e=0xF5 m=0x088821 | 0x7A888820 | 3.544566578840168e+35 |  s=0x0 e=0xF5 m=0x088820 |   FAIL
000 | 0xA7B55FC0 | -5.034140422230382e-15 |  s=0x1 e=0x4F m=0x355FC0 || 0x3CA37C19 |  0.01995663531124592 |  s=0x0 e=0x79 m=0x237C19 || 0x3CA37C19 |  0.01995663531124592 |  s=0x0 e=0x79 m=0x237C19 | 0x3CA37C19 |  0.01995663531124592 |  s=0x0 e=0x79 m=0x237C19 |   PASS
100 | 0x805B6079 | -8.39163801855063e-39 |  s=0x1 e=0x00 m=0x5B6079 || 0x663627F0 | 2.150518541809298e+23 |  s=0x0 e=0xCC m=0x3627F0 || 0x663627F0 | 2.150518541809298e+23 |  s=0x0 e=0xCC m=0x3627F0 | 0x663627F0 | 2.150518541809298e+23 |  s=0x0 e=0xCC m=0x3627F0 |   PASS
010 | 0x0BFE78CB | 9.801899023392397e-32 |  s=0x0 e=0x17 m=0x7E78CB || 0xBB61EF59 | -0.0034474937710911036 |  s=0x1 e=0x76 m=0x61EF59 || 0xBB61EF59 | -0.0034474937710911036 |  s=0x1 e=0x76 m=0x61EF59 | 0xBB61EF59 | -0.0034474937710911036 |  s=0x1 e=0x76 m=0x61EF59 |   PASS
100 | 0x9ABCEB7E | -7.813543572824183e-23 |  s=0x1 e=0x35 m=0x3CEB7E || 0xB53BB51C | -6.992647740844404e-07 |  s=0x1 e=0x6A m=0x3BB51C || 0xB53BB51C | -6.992647740844404e-07 |  s=0x1 e=0x6A m=0x3BB51C | 0xB53BB51C | -6.992647740844404e-07 |  s=0x1 e=0x6A m=0x3BB51C |   PASS
100 | 0xE66B31B3 | -2.776682280608278e+23 |  s=0x1 e=0xCC m=0x6B31B3 || 0x50D2CA69 |        28291844096.0 |  s=0x0 e=0xA1 m=0x52CA69 || 0xE66B31B3 | -2.776682280608278e+23 |  s=0x1 e=0xCC m=0x6B31B3 | 0xE66B31B3 | -2.776682280608278e+23 |  s=0x1 e=0xCC m=0x6B31B3 |   PASS
100 | 0xFF452B96 | -2.6208422629598597e+38 |  s=0x1 e=0xFE m=0x452B96 || 0x8EB33093 | -4.417368215700827e-30 |  s=0x1 e=0x1D m=0x333093 || 0xFF452B96 | -2.6208422629598597e+38 |  s=0x1 e=0xFE m=0x452B96 | 0xFF452B96 | -2.6208422629598597e+38 |  s=0x1 e=0xFE m=0x452B96 |   PASS
000 | 0x0009E0BF | 9.071431725668493e-40 |  s=0x0 e=0x00 m=0x09E0BF || 0x36B4FD0F | 5.393877927417634e-06 |  s=0x0 e=0x6D m=0x34FD0F || 0x36B4FD0F | 5.393877927417634e-06 |  s=0x0 e=0x6D m=0x34FD0F | 0x36B4FD0F | 5.393877927417634e-06 |  s=0x0 e=0x6D m=0x34FD0F |   PASS
001 | 0x82102604 | -1.0590359106724435e-37 |  s=0x1 e=0x04 m=0x102604 || 0x89F5F4C8 | -5.921179572810887e-33 |  s=0x1 e=0x13 m=0x75F4C8 || 0x89F5F5E8 | -5.921285367302461e-33 |  s=0x1 e=0x13 m=0x75F5E8 | 0x89F5F5E8 | -5.921285367302461e-33 |  s=0x1 e=0x13 m=0x75F5E8 |   PASS
010 | 0x801A6043 | -2.422255098164128e-39 |  s=0x1 e=0x00 m=0x1A6043 || 0xC7364437 |      -46660.21484375 |  s=0x1 e=0x8E m=0x364437 || 0xC7364437 |      -46660.21484375 |  s=0x1 e=0x8E m=0x364437 | 0xC7364438 |         -46660.21875 |  s=0x1 e=0x8E m=0x364438 |   FAIL
100 | 0x8042F81D | -6.15014902098594e-39 |  s=0x1 e=0x00 m=0x42F81D || 0x9EE12237 | -2.3836952569232963e-20 |  s=0x1 e=0x3D m=0x612237 || 0x9EE12237 | -2.3836952569232963e-20 |  s=0x1 e=0x3D m=0x612237 | 0x9EE12237 | -2.3836952569232963e-20 |  s=0x1 e=0x3D m=0x612237 |   PASS
000 | 0x93E19E5C | -5.695413957580377e-27 |  s=0x1 e=0x27 m=0x619E5C || 0x26FAD406 | 1.7404703827656907e-15 |  s=0x0 e=0x4D m=0x7AD406 || 0x26FAD406 | 1.7404703827656907e-15 |  s=0x0 e=0x4D m=0x7AD406 | 0x26FAD406 | 1.7404703827656907e-15 |  s=0x0 e=0x4D m=0x7AD406 |   PASS
001 | 0x0046E1BD | 6.509464368014252e-39 |  s=0x0 e=0x00 m=0x46E1BD || 0x8963B247 | -2.7407956690177e-33 |  s=0x1 e=0x12 m=0x63B247 || 0x8963B224 | -2.740789240532969e-33 |  s=0x1 e=0x12 m=0x63B224 | 0x8963B223 | -2.7407890568619766e-33 |  s=0x1 e=0x12 m=0x63B223 |   FAIL
000 | 0x4D236975 |          171349840.0 |  s=0x0 e=0x9A m=0x236975 || 0xFD66FC78 | -1.9189583233002117e+37 |  s=0x1 e=0xFA m=0x66FC78 || 0xFD66FC78 | -1.9189583233002117e+37 |  s=0x1 e=0xFA m=0x66FC78 | 0xFD66FC78 | -1.9189583233002117e+37 |  s=0x1 e=0xFA m=0x66FC78 |   PASS
100 | 0x497AD5B4 |           1027419.25 |  s=0x0 e=0x92 m=0x7AD5B4 || 0x7AF98510 | 6.47790372951529e+35 |  s=0x0 e=0xF5 m=0x798510 || 0x7AF98510 | 6.47790372951529e+35 |  s=0x0 e=0xF5 m=0x798510 | 0x7AF98510 | 6.47790372951529e+35 |  s=0x0 e=0xF5 m=0x798510 |   PASS
011 | 0x805F4AF3 | -8.751258848644165e-39 |  s=0x1 e=0x00 m=0x5F4AF3 || 0x1D9ECAE3 | 4.20320317210492e-21 |  s=0x0 e=0x3B m=0x1ECAE3 || 0x1D9ECAE3 | 4.20320317210492e-21 |  s=0x0 e=0x3B m=0x1ECAE3 | 0x1D9ECAE3 | 4.20320317210492e-21 |  s=0x0 e=0x3B m=0x1ECAE3 |   PASS
000 | 0x003AC1DA | 5.3959996147540736e-39 |  s=0x0 e=0x00 m=0x3AC1DA || 0xB11FCC07 | -2.3253521330701687e-09 |  s=0x1 e=0x62 m=0x1FCC07 || 0xB11FCC07 | -2.3253521330701687e-09 |  s=0x1 e=0x62 m=0x1FCC07 | 0xB11FCC07 | -2.3253521330701687e-09 |  s=0x1 e=0x62 m=0x1FCC07 |   PASS
010 | 0x7438C405 | 5.855458803671488e+31 |  s=0x0 e=0xE8 m=0x38C405 || 0x5C4746A5 | 2.243647793958748e+17 |  s=0x0 e=0xB8 m=0x4746A5 || 0x7438C405 | 5.855458803671488e+31 |  s=0x0 e=0xE8 m=0x38C405 | 0x7438C405 | 5.855458803671488e+31 |  s=0x0 e=0xE8 m=0x38C405 |   PASS
100 | 0x29CFFDE5 | 9.236690324274446e-14 |  s=0x0 e=0x53 m=0x4FFDE5 || 0x85EC020C | -2.2194085246649582e-35 |  s=0x1 e=0x0B m=0x6C020C || 0x29CFFDE5 | 9.236690324274446e-14 |  s=0x0 e=0x53 m=0x4FFDE5 | 0x29CFFDE5 | 9.236690324274446e-14 |  s=0x0 e=0x53 m=0x4FFDE5 |   PASS
011 | 0x002A135B | 3.8640342725263604e-39 |  s=0x0 e=0x00 m=0x2A135B || 0x17B5C1F8 | 1.1745815445769725e-24 |  s=0x0 e=0x2F m=0x35C1F8 || 0x17B5C1F8 | 1.1745815445769725e-24 |  s=0x0 e=0x2F m=0x35C1F8 | 0x17B5C1F9 | 1.1745816431845857e-24 |  s=0x0 e=0x2F m=0x35C1F9 |   FAIL
000 | 0x0032124A | 4.5983356873095294e-39 |  s=0x0 e=0x00 m=0x32124A || 0xA0E67E96 | -3.9047283120355295e-19 |  s=0x1 e=0x41 m=0x667E96 || 0xA0E67E96 | -3.9047283120355295e-19 |  s=0x1 e=0x41 m=0x667E96 | 0xA0E67E96 | -3.9047283120355295e-19 |  s=0x1 e=0x41 m=0x667E96 |   PASS
011 | 0xFE18983C | -5.070827535659518e+37 |  s=0x1 e=0xFC m=0x18983C || 0x4ABF2CD9 |            6264428.5 |  s=0x0 e=0x95 m=0x3F2CD9 || 0xFE18983C | -5.070827535659518e+37 |  s=0x1 e=0xFC m=0x18983C | 0xFE18983B | -5.070827028599278e+37 |  s=0x1 e=0xFC m=0x18983B |   FAIL
100 | 0xCA168943 |          -2466384.75 |  s=0x1 e=0x94 m=0x168943 || 0xDDA97C87 | -1.5265980904489615e+18 |  s=0x1 e=0xBB m=0x297C87 || 0xDDA97C87 | -1.5265980904489615e+18 |  s=0x1 e=0xBB m=0x297C87 | 0xDDA97C87 | -1.5265980904489615e+18 |  s=0x1 e=0xBB m=0x297C87 |   PASS
